,Q18_categorized,Q20_categorized,gambled_before,p_gender_sdc,p_age_group_sdc,Q22,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d
74,Q18_0,Q20_0,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_2,Q16i_1,Q17a_3,Q17b_1,Q17c_4,Q17d_1
75,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
76,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_2,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_1
77,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_4,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_1,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_3
78,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_4,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_4
79,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_2,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
80,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_2,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_3
81,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
82,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_2,Q9b_4,Q9c_2,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_D,Q16e_2,Q16f_3,Q16g_D,Q16h_1,Q16i_D,Q17a_4,Q17b_1,Q17c_3,Q17d_3
83,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_1,Q16b_2,Q16c_3,Q16d_1,Q16e_4,Q16f_2,Q16g_4,Q16h_4,Q16i_2,Q17a_4,Q17b_2,Q17c_2,Q17d_4
84,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
85,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_3,Q16c_3,Q16d_4,Q16e_3,Q16f_3,Q16g_3,Q16h_4,Q16i_1,Q17a_2,Q17b_4,Q17c_2,Q17d_2
86,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_4,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_2,Q17b_2,Q17c_3,Q17d_4
87,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_2,Q9d_3,Q9e_2,Q16a_2,Q16b_2,Q16c_1,Q16d_4,Q16e_1,Q16f_3,Q16g_4,Q16h_1,Q16i_1,Q17a_1,Q17b_3,Q17c_2,Q17d_2
88,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3
89,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_3,Q16f_2,Q16g_3,Q16h_4,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
90,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
91,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_4,Q16b_1,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_4,Q17b_1,Q17c_3,Q17d_4
92,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_1,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_4,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
93,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
94,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_2,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
95,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2, ,Q22_2,Q1_4,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
96,Q18_2,Q20_1,gambled_12m_0, ,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_1,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_D,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_2
97,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_3,Q9b_2,Q9c_2,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
98,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_3,Q16f_2,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_3
99,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_2,Q9b_2,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
100,Q18_0,Q20_0,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_4,Q16b_4,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_4,Q16i_1,Q17a_3,Q17b_1,Q17c_1,Q17d_1
101,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_5,Q9a_4,Q9b_4,Q9c_4,Q9d_4,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_2,Q16g_3,Q16h_1,Q16i_D,Q17a_4,Q17b_1,Q17c_4,Q17d_D
102,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_2,Q16h_4,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
103,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_3,Q17a_1,Q17b_2,Q17c_3,Q17d_2
104,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_2,Q17d_3
105,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
106,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_2,Q17d_1
107,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_2
108,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_5,Q9a_4,Q9b_4,Q9c_4,Q9d_4,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_3,Q16f_1,Q16g_1,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_2
109,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
110,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_4,Q9e_4,Q16a_2,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3
111,Q18_2,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
112,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
113,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_2,Q16a_2,Q16b_1,Q16c_4,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_2,Q16i_3,Q17a_3,Q17b_4,Q17c_3,Q17d_2
114,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_4
115,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_4,Q9c_2,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_4
116,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_1,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_4
117,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_1,Q16b_1,Q16c_4,Q16d_2,Q16e_1,Q16f_3,Q16g_2,Q16h_2,Q16i_1,Q17a_2,Q17b_2,Q17c_2,Q17d_4
118,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_4,Q9e_4,Q16a_1,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_3,Q17c_1,Q17d_1
119,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
120,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_2,Q16a_2,Q16b_3,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_2
121,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_2,Q1_2,Q9a_4,Q9b_3,Q9c_4,Q9d_3,Q9e_3,Q16a_1,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_4,Q16i_2,Q17a_1,Q17b_4,Q17c_1,Q17d_1
122,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_1,Q9a_3,Q9b_3,Q9c_1,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_4,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
123,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_1,Q22_2,Q1_2,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_4,Q16a_3,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_4,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_3
124,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_4,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
125,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_1,Q9a_1,Q9b_1,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
126,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_1,Q9a_2,Q9b_1,Q9c_1,Q9d_1,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
127,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_2,Q17d_1
128,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_2
129,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_4,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_3
130,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_3,Q9e_2,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
131,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_4
132,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1, ,Q22_1,Q1_5,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_2,Q16h_4,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_2
133,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_4
134,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_2,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_3,Q16h_4,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3
135,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_1,Q9a_2,Q9b_3,Q9c_3,Q9d_1,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
136,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_4,Q16i_2,Q17a_4,Q17b_3,Q17c_2,Q17d_2
137,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_3
138,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_3,Q17d_3
139,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_D,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_D,Q17a_D,Q17b_2,Q17c_D,Q17d_3
140,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_3,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_3,Q17c_3,Q17d_2
141,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_2,Q17b_2,Q17c_3,Q17d_2
142,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_2,Q17b_1,Q17c_2,Q17d_3
143,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_2,Q16h_3,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_3
144,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3
145,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3
146,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_2,Q9d_1,Q9e_2,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_D,Q16h_2,Q16i_D,Q17a_4,Q17b_2,Q17c_3,Q17d_3
147,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_4,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_1,Q16f_2,Q16g_4,Q16h_4,Q16i_4,Q17a_2,Q17b_3,Q17c_3,Q17d_2
148,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_3,Q17c_2,Q17d_2
